corpusid,section,subsection,section_pos_in_pct,text,Yes,No,Maybe,Keyword
91001454,10/25,1,0.4,"We adhered to the ""Guidelines for the use of animals in research"" as published in Animal Behaviour (1991,41,(183)(184)(185)(186). The Academic Committee of the Programa de Doctorado en Ciencias Biológicas y de la Salud, UAM-X (Universidad Autónoma Metropolitana-Xochimilco), approved the experimental protocols and the handling of non-human animals. Maximal care was taken to avoid animal disturbance during faecal sampling and behaviour video-recording. All **data** in this study are available from the corresponding author.",1,0,0, All data in this study are available from the corresponding author.
251363938,11/24,1,0.458,"Thirty-one patients were followed in an intensive care setting after hip surgery, while the other 35 were referred directly to the general ward. Clinical characteristics and echocardiographic **data** of the two groups are reported in Tables 4 and 5",0,1,0,
1520137,22/35,3,0.629,"The higher yes rates under weaker contextual contrasts C c are not expected from the assumption or expectation that neurons responding to the colinear context should increase the neural response to the target as if the target has an effective contrast C ef f ective t higher than the actual input contrast C t . If colinear facilitation did make C ef f ective t ¼ C t þ DC t , then the change DC t should depend on the contextual contrast C c by some function as DC t ¼ f(C c ) such that f(0) ¼ 0. Then, our Bayesian formulation should replace each C t in the right-hand side of Equation 1 by C ef f ective t . To the first order (linear) approximation, DC t ' cC c , where c is the coefficient of facilitation. We can then repeat our Bayesian fit with now an additional model parameter c. As expected, this gives a negligible fitted c ¼À0.5 3 10 À6 ' 0, giving jDC t j , 10 À5 for C c 0.4. Hence, no colinear facilitation or suppression of input sensitivities is needed to account for our data, or that our **data** do not indicate that colinear influence could change the effective contrast of the input.",0,1,0,
201197877,4/18,1,0.222,"Before determining the influence of passive restoration on cover of vascular plants and biocrusts, we wanted to establish the degree to which community composition differed amongst locations and determine which locations had similar plant communities. Plant community identities were defined using cluster analysis with Ward's method as the group linkage method on each combination of exclosure and location, whether the survey location was inside or outside of the respective exclosure. This approach uses both cover **data** of vascular plants as well as biocrusts. Identified groups were tested for statistical differences with multi-response permutation procedure. Euclidean distance was used as the distance measure in both analyses.",0,1,0,
24097617,2/11,1,0.182,"FCS Analysis-We performed FCS analysis using an MF20 single-molecule fluorescence detection system (Olympus). This system is designed to analyze 384-well glass bottom plates (Olympus) using an onboard 543 nm He-Ne excitation laser. The laser was attenuated to 100 microwatts using density filters and was focused through a water-immersion objective lens at the center of each well, 100 m above the glass bottom (the confocal volume was ϳ1 fl). Fluorescence emitted from a sample was collected via the same objective lens and filtered through an HQ590/60 emission filter (Chroma Technology). The recorded signal intensity was analyzed using a one-component or two-component analytic model. The total sample volumes for FCS analysis were adjusted to 30 -50 l. During FCS analysis, the samples were sealed to prevent evaporation. The measurement time was 10 ϫ 15 s for each **data** point unless otherwise stated.",0,1,0,
210667037,1/11,1,0.091,"However, few Brazilian studies have addressed the **data** related to users with speech and language complaints aiming to observe the success achieved via the implementation of such a programme at the municipal level to improve the logic of and seeking greater efficiency in HCS. Therefore, this study aimed to determine the social and clinical profiles of users with speech and language complaints of anHCSin João Pessoa, PB, Brazil.",0,1,0,
5784667,17/27,1,0.63,"Radiocarbon dating was carried out at the Oxford Radiocarbon Accelerator Unit (ORAU, RLAHA, University of Oxford, Oxford, UK). Chemical pre-treatment, target preparation, and accelerator mass spectrometry measurement were performed according to Ramsey et al (11)(12)(13). Calibration was performed using the IntCal04 **data** set (14).",0,1,0,
229471090,1/2,2,0.5,All resulting **data** in Winkler et al. (2019),0,1,0,
243822900,15/24,1,0.625,The **data** presented in this study are available on request from the corresponding authors.,1,0,0,The data presented in this study are available on request from the corresponding authors.
12261923,1/12,1,0.083,"Autophagy is a cellular stress responseto exogenous or endogenous stimuli, mediated by lysosomal removal of damaged or functionally unnecessary organelles. This inhibits cellular apoptosis and enhances the cell survival rate (6,7). Beclin 1, a homolog of the yeast Atg6, is a protein encoded by an autophagy-associated gene. A complex of phosphatidylinositol 3-kinase (PI3K) and Beclin 1 is formed that promotes the formation of autophagosomes, thereby inducing autophagy (8,9). Autophagy is thought to be cell-protective under certain pathological conditions (10,11). In recent years, studies demonstrated that, under low nutrient conditions, apoptosis of cartilage cells was inhibited due to autophagy stimulation (12). These **data** suggested that autophagy may be useful in protecting the loss of cartilage cells, and may provide a novel therapeutic approach for OA (13,14). However, previous studies have primarily been focused on Beclin 1 expression and its effect on chondrocyte autophagy, and the effects of Beclin 1 expression on the apoptosis of chondrocytes and the activity of matrix metalloproteinases (MMPs) has yet to be elucidated (8,12,13). In the present study, the role of Beclin 1 in chondrocyte apoptosis was investigated, as were the effects on ECM metabolism, and their underlying molecular mechanisms.",0,1,0,
